show_name,show_id,season,episode_num,episode_name,original_air_date,synopsis
Sister Sister,15,5,15,Ladies in Waiting,1998-02-05,"Tamera is excited about her new academic accomplishments, but quickly realizes they are no match to Tia's. While Tia is awaiting an acceptance to Harvard, Tamera decides that instead of going to community college she will try to get into a 4- Year college. But when trying to get into the college of her choice takes more work than she expected, her family begins to worry."
Sister Sister,15,5,16,Ladies' Choice,1998-02-11,"After Tia impresses the WNBA's Lisa Leslie at a book signing, she's offered a dream job with the organization's media department. But accepting the job means giving up her other dream - college."
Sister Sister,15,5,17,Young at Heart,1998-02-18,"The twins sneak into an over-21 dance club to see hip-hop artist W.C. Meanwhile, Lisa sneaks out of the house to go on a date with Aaron (Khalil Kain), a just-over-21-year-old."
Sister Sister,15,5,18,I Had a Dream,1998-02-25,"Tamera is reluctant to go on in life and finish high school. One night she dreams she encounters historical figures who paved the road before her, only they carry the same reluctant attitude towards what they must do, and Tamera must convince them to carry on with their dreams."
Sister Sister,15,5,19,You Had to Be There,1998-03-04,"The girls have not left for college yet, and they are already missing Roger. But when he tags along to the mall with their boyfriends, they are sorry they ever met him. Meanwhile, Lisa tries to avoid having her picture taken by Ray and confessing her fear of cameras."
Sister Sister,15,5,20,Prom Night,1998-04-26,"The girls make plans for a great prom, but things get complicated when they try to find their perfect dresses."
Sister Sister,15,5,21,Shoeless,1998-05-03,Tamera is left at home to clean the house while Tia and the gang attend Jordan's party - until her grandfather plays fairy godfather to make the impossible possible.
Sister Sister,15,5,22,Graduation,1998-05-17,"Tia, Tamera and their friends prepare for graduation. Lisa searches to find the girls a guest commencement speaker for the ceremony while Tamera and Jordan decide on a farewell song. Tyreke feels left out in the celebration since he never got the chance to receive his diploma. He tells Ray that he wants to get his GED after receiving a promotion as full-mechanic and that he will need time off to study."
Sister Sister,15,6,1,Home Sweet Dorm,1998-09-13,Tia and Tamera encounter housing problems at college; Ray looks forward to remodeling their room.
Sister Sister,15,6,2,Stop in the Name of Fun,1998-09-20,"A college talent contest turns to a battle of wills between the twins when Tia the perfectionist agrees to direct Tamera, Diavian and Simone's girl-group routine. Meanwhile, Tyreke and Lisa attend a time-share seminar in search of free gifts."
Sister Sister,15,6,3,Home Court Advantage,1998-09-27,Tia's self-defense moves end up embarrassing her friend Tyreke when she takes on an assailant.
Sister Sister,15,6,4,We Are Family,1998-10-04,"Ray decides to run for office and puts Tia, Tamera, and Lisa in the public eye. But when Tamera decides not to be supportive after being publicly embarrassed, Ray may be forced to reconsider. Also, Ray's ex-girlfriend Vivica returns."
Sister Sister,15,6,5,The Grass is Always Finer,1998-10-11,"Tia starts to feel that her relationship with Tyreke is not serious when he becomes overly affectionate. But when she meets Keith Brooks, her new calculus professor, she becomes enchanted and soon Tia and Tyreke break up. After learning that Keith has a girlfriend, she tries to reconcile with Tyreke but to no avail."
Sister Sister,15,6,6,Bum Rap,1998-10-18,"Ray supports a bill banning big concerts on campus and is surprised to meet his opponent. Goodie Mob are to perform at the college, and Ray's opposition to the appearance annoys Tamera, who thinks he's giving them a bum rap. Meanwhile, Tia uses Tyreke and Jordan as guinea pigs as she conducts a survey on human behavior. One must go without sleep and the other without food."
Sister Sister,15,6,7,The Domino Effect,1998-11-01,"While the twins are away, Tyreke and Jordan put themselves in an awkward situation by agreeing to escort two homesick freshmen, CeeCee and Ginger, to the Homecoming dance. Meanwhile, Ray's game night with the boys is interrupted by Lisa's friends."
Sister Sister,15,6,8,Greek to Me,1998-11-08,"Tamera's plans are interrupted when Jordan goes under cover for the newspaper to expose hazing and, in a rush to get the scoop on fraternity hazing, forgets about his anniversary dinner with Tamera. Meanwhile, Lisa and Ray try to persuade Tia into joining their favorite sororities."
Sister Sister,15,6,9,My Father's House,1998-11-15,Jordan suffers Tamera's wrath when he refuses to go to church; and Lisa turns Ray's living room into a 'holy sweat shop' after she offers to sew new choir robes.
Sister Sister,15,6,10,For the People,1998-11-22,"Ray calls in a veteran campaign consultant, Clifton McNair, to kick his candidacy into gear; but the unscrupulous campaign manager soon teaches the family that the way to the state senate is an arduous road with no rest stops on the way."
Sister Sister,15,6,11,Twins or Consequences,1998-12-13,"A chemistry mid-term is coming up and instead of studying, Tamera decides to go out and party, but when morning approaches Tamera is to worn out and cannot remember anything that she studied because of her partying. Tamera begs Tia to take her mid-term for her, but if caught Tia and Tamera could both face expulsion from college. Will Tia risk getting expelled or do the right thing?"
Sister Sister,15,6,12,Mixed Doubles,1999-01-10,"Tyreke wins four tickets to 'Ragtime'; Lisa is attracted to Ray's frat buddy, Victor."
Sister Sister,15,6,13,"Two Guys, a Girl, and a Calendar",1999-01-17,"Michigan is hosting a photo calendar contest for the guys so whoever wins will be published in the calendar. With Tia pushing Tyreke, and Tamera pushing Jordan, will things get out of control? Will this contest end valuable friendships?"
Sister Sister,15,6,14,Sweet Talk,1999-01-24,"While looking for a job, Diavian gives Tamera a chance she cannot say no to: being the host of the campus radio talk show on relationships. At the interview, Diavian does not do too well, but Tamera does perfect. Once getting the job, Diavian is mad because Tamera got her job. The show becomes such a hit with 'Lady-T' that she needs to work on Saturday and miss a concert with Jordan. Will she find a way around this, or are Jordan and Tamera coming to an end?"
Sister Sister,15,6,15,Father's Day,1999-02-07,The twins believe they have met their biological father.
Sister Sister,15,6,16,I Know What You Did in Drama Class,1999-02-14,"Diavian and Tyreke become partners in drama class, and Tamera and Jordan try to hook up cable in the girl's room."
Sister Sister,15,6,17,Double Talk,1999-02-21,"Tamera gets sick and cannot do her radio show one night, so she asks Tia to cover for her but she ends up wimping out. Jordan saves the day but insults the callers on the radio station. Tamera cannot stand this so she goes down to the station and she Jordan have it out. The on-air arguments attract a lot of callers so Tamera and Jordan start to do the show together but cannot agree on one thing. Will Tamera and Jordan make up or will Pillow Chat be history?"
Sister Sister,15,6,18,FreakNik,1999-02-28,"Tia, Tamera, and Diavian fly to Atlanta to see FreakNik. When they get there and stay at the 4 star hotel, but the hotel is not exactly up to their standards. Tamera, enjoying her new-found freedom, gives herself 5 names, one for each guy she meets because she does not want to be tied down to anyone (except Jordan but not for the time being). Meanwhile Jordan and Tyreke drive to Atlanta and get lost."
Sister Sister,15,6,19,Before There Was Hip Hop...,1999-05-02,"A music history lesson prompts Old Clarence to talk about a 1940s nightclub where Tia, Tamera, Ray, Lisa and the gang are the people there. The nightclub is going out of business so Ray has to come up with some serious money. "
Sister Sister,15,6,20,Let Them Eat Cupcakes,1999-05-09,Victor tries to give Lisa a romantic engagement she will never forget. Tia and Tamera bake a batch of cupcakes that Jordan and Tyreke sell at the college. But one of the cupcakes has Lisa's engagement ring in it.
Sister Sister,15,6,21,The Road Less Traveled,1999-05-16,"Tia considers taking a summer internship with the WNBA in New York. Meanwhile, Lisa worries about her upcoming wedding."
Sister Sister,15,6,22,Fly Away Home,1999-05-23,"It's Lisa's wedding day and she is really nervous. So nervous in fact that she runs out of the church and goes to a bar and meets up with her past friend Foxy Jones. Ray later finds her at the bar and talks her into marrying Victor. At the wedding, the twins' old friend Roger Evans returns and sings for Lisa at the wedding."
On Our Own,16,1,1,Pilot,1994-09-13,"After their parents dies in an automobile accident, twenty-year-old Josh takes over as the authority figure of his six younger siblings. But the by-the-rules head of Department of Children Services, Gordon Ormsby, hears of the Jerricos' case and sends new social worker Alana Michaels to investigate and, if accurate, prepare for foster care. Josh assumes the identity of 'Aunt Jelcinda' to combat the authorities."
On Our Own,16,1,2,"Last Tango in St. Louis (aka, Dog Day after Groom)",1994-09-18,"Josh has a problem: Gordon asks 'Aunt Jelcinda' for a date, and he cannot refuse if he wants the family to stay together."
On Our Own,16,1,3,Matchmaker Mama,1994-09-25,"Aunt Jelcinda'  finds a distraught young woman in a restaurant ladies' room and sets her up with her alter ego, Josh. She eventually becomes his girlfriend."
On Our Own,16,1,4,A Matter of Principal,1994-10-02,"When Jesse is unjustly suspended from school for fighting, Jimi poses as Jesse's grandfather for a meeting with the principal."
On Our Own,16,1,5,Nok Till You Drop,1994-10-09,"Jimi loses money he doesn't have to a con man on a game of Nok-Hockey. Meanwhile, Jai readies for her first dance."
On Our Own,16,1,6,Swiss Family Jerrico's,1994-10-16,"Josh thinks a camping trip will provide relief from his impersonation, but Gordon tags along."
On Our Own,16,1,7,Bargain Basement,1994-10-23,"The Jerricos discover a trunk full of memories of their parents -- and Alana too may soon be a memory, since Gordon wants to take her off their case."
On Our Own,16,1,8,Bonnie is Really Clyde,1994-10-30,Aunt Jelcinda' befriends a runaway teen while Joc threatens to do so.
On Our Own,16,1,9,A Family Affair,1994-11-13,Josh is getting serious about his new girlfriend. 
On Our Own,16,1,10,Baby Blues,1994-12-04,"The kids try to raise money for tickets to a Whitney Houston concert, with mixed success. Meanwhile, Josh gets stuck in an elevator with a very pregnant woman."
On Our Own,16,1,11,That's My Car and I'm Sticking to It,1994-12-11,Neighborhood gossip gets the Jerricos investigated.
On Our Own,16,1,12,All I Want for Christmas,1994-12-18,"When a kindergarten bully tells Joc that Santa Claus doesn't exist, Josh dons a Santa suit to prove the bully wrong -- and succeeds only too well."
On Our Own,16,1,13,Parents' Night,1994-12-28,Josh can not attend parents' night at Jordee's school because he has to finish an article.
On Our Own,16,1,14,The Boarder,1995-03-03,"Josh wins custody of the kids, and the family takes in a boarder: live-in contractor Scotti."
On Our Own,16,1,15,Obstacle Illusion,1995-03-10,"Jordee gets into remote-control cars. Meanwhile, Jimi is shot down by a girl who admits she is a jinx -- and proves it."
On Our Own,16,1,16,"He Ain't Heavy, He's My Brother",1995-03-17,"While poking around in the attic, Josh discovers love letters to his mom from his dad -- who was not the father of his siblings."
